"","url","name","city","checkInDate","checkOutDate","price","totalPrice","numOfReviews","ratingAverage","ratingAccuracy","ratingCommunication","ratingCleanliness","ratingLocation","ratingCheckIn","ratingValue","capacityRoomType","capacityNumGuests","capacityNumBedrooms","capacityNumBeds","amenitiesParking","amenitiesPets","amenitiesFireplace","amenitiesSmoking","amenitiesPool","amenitiesHangers","amenitiesBreakfast","amenitiesInternet","amenitiesElevator","amenitiesKitchen","amenitiesFamily","amenitiesAccessible","amenitiesWifi","amenitiesEvents","amenitiesDryer","amenitiesDesktop","amenitiesHottub","amenitiesHeating","amenitiesLaptop","amenitiesDoorman","amenitiesGym","amenitiesIron","amenitiesHairdryer","amenitiesWasher","amenitiesEssentials","amenitiesShampoo","amenitiesTv","amenitiesAc"
"1","/rooms/16649343?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","1Bedroom ( Close to JFK & La Guardia Airports)","New-York--NY--United-States","1/5/2017","2/5/2017","473","529","18","4.5","5","5","5","5","5","5","Private room","2 Guests","1 Bedroom","1 Bed",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
"2","/rooms/16699731?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Quaint 2 Bedroom new construction","New-York--NY--United-States","1/5/2017","2/5/2017","1587","2452","9","5","5","5","5","4.5","5","5","Entire home/apt","6 Guests","2 Bedrooms","3 Beds",0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1
"3","/rooms/1354973?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Gorgeous spacious. 2 subways close","New-York--NY--United-States","1/5/2017","2/5/2017","521","938","61","4.5","5","5","4.5","4.5","5","4.5","Private room","2 Guests","1 Bedroom","1 Bed",1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1
"4","/rooms/16992741?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Cozy/private Room in Williamsburg","New-York--NY--United-States","1/5/2017","2/5/2017","553","793",NA,NA,NA,NA,NA,NA,NA,NA,"Private room","1 Guest","1 Bedroom","1 Bed",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"5","/rooms/16513352?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Amazing Loft","New-York--NY--United-States","1/5/2017","2/5/2017","641","1082","8","5","5","5","4.5","5","5","5","Private room","2 Guests","4 Bedrooms","1 Bed",0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
"6","/rooms/17109022?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Cute Clean Room In Manhattan, One Block to Subway!","New-York--NY--United-States","1/5/2017","2/5/2017","681","761","20","4.5","4.5","4.5","4.5","4.5","4.5","4.5","Private room","2 Guests","1 Bedroom","1 Bed",0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
"7","/rooms/13231583?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Charming luxury Fidi studio","New-York--NY--United-States","1/5/2017","2/5/2017","1563","2292","29","5","5","4.5","5","5","4.5","5","Entire home/apt","3 Guests","1 Bedroom","1 Bed",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
"8","/rooms/17774954?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","Spacious, high ceilings, beautiful apt great view!","New-York--NY--United-States","1/5/2017","2/5/2017","497","673","5","5","5","5","5","5","4.5","5","2 guests","1 room","1 bed","2 shared baths",0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1
"9","/rooms/6994038?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","BUDGET LOFT C - TRENDY BUSHWICK BK!","New-York--NY--United-States","1/5/2017","2/5/2017","401","585","68","4","4.5","4.5","4.5","4.5","4.5","4.5","2 guests","1 room","1 bed","2 baths",0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1
"10","/rooms/15379480?location=New%20York%2C%20NY%2C%20United%20States&check_in=2017-05-01&check_out=2017-05-02","In <U+2764><U+FE0F> of West Village- Entire Apt","New-York--NY--United-States","1/5/2017","2/5/2017","1274","2500","24","4.5","4.5","5","4","5","5","4.5","3 guests","1 room","1 bed","1 bath",0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1
