"","url","name","city","checkInDate","checkOutDate"
"1","/rooms/18203034?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"2","/rooms/9890944?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"3","/rooms/16490901?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"4","/rooms/15539870?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"5","/rooms/7752676?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"6","/rooms/16527578?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"7","/rooms/17770079?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"8","/rooms/16153180?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"9","/rooms/16046255?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"10","/rooms/12255567?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"11","/rooms/16760938?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"12","/rooms/15028074?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"13","/rooms/16998638?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"14","/rooms/16978470?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"15","/rooms/10021541?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"16","/rooms/15364007?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"17","/rooms/12073784?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"18","/rooms/9831781?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"19","/rooms/18031980?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"20","/rooms/11612355?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"21","/rooms/17268677?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"22","/rooms/14239775?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"23","/rooms/15437431?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"24","/rooms/17160998?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"25","/rooms/11954257?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"26","/rooms/9401085?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"27","/rooms/12546573?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
"28","/rooms/15836553?location=Melbourne%2C%20Victoria%2C%20Australia&check_in=2017-05-01&check_out=2017-05-02",NA,"Melbourne--Victoria--Australia","2017-05-01","2017-05-02"
