"","url","name","city","checkInDate","checkOutDate"
"57","/rooms/18332617?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"58","/rooms/18320501?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"59","/rooms/15888698?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"60","/rooms/16890671?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"61","/rooms/18010921?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"62","/rooms/18313229?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"63","/rooms/17802440?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"64","/rooms/18417454?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"65","/rooms/16564291?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"66","/rooms/6614371?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"67","/rooms/15244955?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"68","/rooms/18322618?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"69","/rooms/15989660?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"70","/rooms/16236523?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"71","/rooms/8744362?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"72","/rooms/15044051?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"73","/rooms/8372103?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"74","/rooms/13761719?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"75","/rooms/14659049?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"76","/rooms/12702491?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"77","/rooms/18332258?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"78","/rooms/18441005?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"79","/rooms/14795154?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"80","/rooms/8259740?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"81","/rooms/14682234?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"82","/rooms/1178347?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"83","/rooms/16853604?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"84","/rooms/17522528?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"85","/rooms/13868349?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"86","/rooms/16626448?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"87","/rooms/16148210?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"88","/rooms/15034948?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"89","/rooms/14076356?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"90","/rooms/14268707?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"91","/rooms/17738774?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"92","/rooms/18322849?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"93","/rooms/16862711?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"94","/rooms/18320501?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"95","/rooms/18314152?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"96","/rooms/16890671?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"97","/rooms/16816517?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"98","/rooms/18313229?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"99","/rooms/4212043?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"100","/rooms/18417454?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"101","/rooms/17898500?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"102","/rooms/6614371?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"103","/rooms/14222303?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"104","/rooms/18322618?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"105","/rooms/15290183?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"106","/rooms/16236523?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"107","/rooms/14145843?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"108","/rooms/15044051?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"109","/rooms/17997048?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"110","/rooms/13761719?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"111","/rooms/16588358?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"112","/rooms/12702491?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"113","/rooms/16220317?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"114","/rooms/18441005?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"115","/rooms/16417647?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"116","/rooms/8259740?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"117","/rooms/18106851?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"118","/rooms/1178347?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"119","/rooms/13944412?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"120","/rooms/17522528?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"121","/rooms/15591119?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"122","/rooms/16626448?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"123","/rooms/15826927?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"124","/rooms/15034948?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"125","/rooms/11783103?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"126","/rooms/14268707?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"127","/rooms/17798990?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"128","/rooms/18322849?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"129","/rooms/17830356?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"130","/rooms/18320501?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"131","/rooms/15888698?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"132","/rooms/16890671?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"133","/rooms/18207242?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"134","/rooms/18313229?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"135","/rooms/17802440?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"136","/rooms/18417454?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"137","/rooms/6417234?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"138","/rooms/6614371?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"139","/rooms/15244955?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"140","/rooms/18322618?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"141","/rooms/16564291?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"142","/rooms/16236523?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"143","/rooms/8744362?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"144","/rooms/15044051?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"145","/rooms/14492508?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"146","/rooms/13761719?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"147","/rooms/14659049?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"148","/rooms/12702491?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"149","/rooms/18279211?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"150","/rooms/18441005?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"151","/rooms/14795154?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"152","/rooms/8259740?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
"153","/rooms/12157162?location=Chengdu%2C%20Sichuan%2C%20China&check_in=2017-05-01&check_out=2017-05-02",NA,"Chengdu--Sichuan--China","2017-05-01","2017-05-02"
