"","url","name","city","checkInDate","checkOutDate","price_2017.04.15","totalPrice_2017.04.15","price_2017-04-16","totalPrice_2017-04-16"
"334","/rooms/14042177?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Qin Garden-- The first floor with garden","Shanghai--China","5/1/17","5/2/17",697,785,"697","785"
"335","/rooms/16387182?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","·暗黑萌·初雪白·混搭北欧风·精装酒店式公寓,高层景观一览无余【可预订一间】","Shanghai--China","5/1/17","5/2/17",448,504,NA,"504"
"336","/rooms/16783748?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","FY小舍 五原路法租界的生活French concession","Shanghai--China","5/1/17","5/2/17",NA,NA,"416","576"
"337","/rooms/16553346?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Apt Close To Bund, Nanjing Road","Shanghai--China","5/1/17","5/2/17",681,761,"681","761"
"338","/rooms/16854020?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界,陕西南路,田子坊,全地暖2房,带花园","Shanghai--China","5/1/17","5/2/17",793,889,"793","889"
"339","/rooms/17653456?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","DEERHAUS-line8/9/10 6min to walk","Shanghai--China","5/1/17","5/2/17",576,776,"576","776"
"340","/rooms/13389203?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世纪大道口】童趣*上下铺带窗暖暖大床房","Shanghai--China","5/1/17","5/2/17",192,216,"192","216"
"341","/rooms/14774450?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【法租界】180平老洋房仙人掌装饰风格地理位置优越外加烧烤露台和酒窖","Shanghai--China","5/1/17","5/2/17",520,704,"520","704"
"342","/rooms/14558867?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Share different stories-CBD location-near metro:p","Shanghai--China","5/1/17","5/2/17",112,128,"112","128"
"343","/rooms/15024699?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","The Oriental Pearl.","Shanghai--China","5/1/17","5/2/17",905,1105,"905","1105"
"344","/rooms/7339534?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦财大零距离,VR体验、免翻墙wifi,露台适合聚会","Shanghai--China","5/1/17","5/2/17",304,344,NA,"344"
"345","/rooms/7425921?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","「柒月」French Concession 法租界百年石库门独院老洋房","Shanghai--China","5/1/17","5/2/17",496,664,"496","664"
"346","/rooms/10957554?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French concession HengshanRd2BR APT Free Parking!","Shanghai--China","5/1/17","5/2/17",721,961,"721","961"
"347","/rooms/15145831?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","后窗•老弄堂艺术影印室","Shanghai--China","5/1/17","5/2/17",336,512,"336","512"
"348","/rooms/17440063?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","“曼游小屋”市中心地铁旁/苏州河畔/5 min's to metro","Shanghai--China","5/1/17","5/2/17",200,NA,"200",NA
"349","/rooms/17248647?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","寒舍·两居室-极致睡眠和沐浴,专为远足的您 LINE 3/8","Shanghai--China","5/1/17","5/2/17",432,576,"432","576"
"350","/rooms/14395488?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界带露台老洋房近地铁田子坊新天地徐家汇人民广场","Shanghai--China","5/1/17","5/2/17",512,576,"512","576"
"351","/rooms/13487333?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","银次窝~ 市中心地铁口*带窗宽敞大床房No.2","Shanghai--China","5/1/17","5/2/17",208,232,"208","232"
"352","/rooms/14984274?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行达外滩、南京路,单人卧室。","Shanghai--China","5/1/17","5/2/17",192,280,"192","280"
"353","/rooms/13681064?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","近人民广场南京西路,市中心8号线曲阜路站宽敞两房 2br near People Sq.","Shanghai--China","5/1/17","5/2/17",721,945,"721","945"
"354","/rooms/16428259?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French Concession- Sonic Youth Flat","Shanghai--China","5/1/17","5/2/17",721,889,"721","889"
"355","/rooms/13461449?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Xintiandi 'retro Shanghai style;Duplex house;","Shanghai--China","5/1/17","5/2/17",801,897,"801","897"
"356","/rooms/15846262?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界的小资味道 | Loft带花园洋房 | 1号线、7号线、9号线","Shanghai--China","5/1/17","5/2/17",464,616,"464","616"
"357","/rooms/6512198?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Changle Road, Warm and Elegant","Shanghai--China","5/1/17","5/2/17",344,456,"344","456"
"358","/rooms/5116533?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","#2 SHANGHIGH HOME","Shanghai--China","5/1/17","5/2/17",641,NA,"640",NA
"359","/rooms/12548012?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Shanghai Disney resort. green,quiet,own toilet","Shanghai--China","5/1/17","5/2/17",128,144,"128","144"
"360","/rooms/9434350?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Garden Apt by Subway","Shanghai--China","5/1/17","5/2/17",544,NA,"544",NA
"361","/rooms/10094990?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","City Center Cozy Studio By METRO","Shanghai--China","5/1/17","5/2/17",360,512,NA,"512"
"362","/rooms/13388077?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世纪大道地铁口】*宽敞温馨大床^_^懒喵喵一号房","Shanghai--China","5/1/17","5/2/17",200,224,"200","224"
"363","/rooms/5449172?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦、财大零距离,VR体验、免翻墙wifi,露台适合聚会","Shanghai--China","5/1/17","5/2/17",304,344,"304","344"
"364","/rooms/13007115?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","2013 阳台主卧 徐家汇区域地铁站200米内","Shanghai--China","5/1/17","5/2/17",328,432,"328","432"
"365","/rooms/14131050?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【睡窝】人民广场loft里弄风小屋/地铁零距离/近长征医院","Shanghai--China","5/1/17","5/2/17",336,512,"336","512"
"366","/rooms/10142411?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","City Center Cozy loft By Subway","Shanghai--China","5/1/17","5/2/17",472,648,"472","648"
"367","/rooms/16057028?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行5分钟时-即可到达新天地香港广场-k11-思南路-床位房下铺","Shanghai--China","5/1/17","5/2/17",152,168,"152","168"
"368","/rooms/16566009?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","7| 法租界极简复式阳光房 City Central LOFT","Shanghai--China","5/1/17","5/2/17",512,704,"512","704"
"369","/rooms/17311523?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","1316B近静安寺法租界日式小屋(直达迪士尼外滩) | 地铁L2/11江苏路站","Shanghai--China","5/1/17","5/2/17",160,240,"160","240"
"370","/rooms/14042177?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Qin Garden-- The first floor with garden","Shanghai--China","5/1/17","5/2/17",697,785,"697","785"
"371","/rooms/3116709?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Historical House @ Xintiandi with Heating and VPN","Shanghai--China","5/1/17","5/2/17",312,416,"312","416"
"372","/rooms/16783748?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","FY小舍 五原路法租界的生活French concession","Shanghai--China","5/1/17","5/2/17",416,576,"416","576"
"373","/rooms/13191683?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","LEA'S HOME: [Yongkang] cool skylight design loft","Shanghai--China","5/1/17","5/2/17",408,NA,"408",NA
"374","/rooms/16854020?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界,陕西南路,田子坊,全地暖2房,带花园","Shanghai--China","5/1/17","5/2/17",793,889,NA,"889"
"375","/rooms/13009686?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Family villa with garden@French Concession","Shanghai--China","5/1/17","5/2/17",681,897,"681","897"
"376","/rooms/13389203?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世纪大道口】童趣*上下铺带窗暖暖大床房","Shanghai--China","5/1/17","5/2/17",192,216,"192","216"
"377","/rooms/6802469?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Old 1 br Apt on West Nanjing Road","Shanghai--China","5/1/17","5/2/17",488,680,"488","680"
"378","/rooms/14558867?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Share different stories-CBD location-near metro:p","Shanghai--China","5/1/17","5/2/17",112,128,"112","128"
"379","/rooms/11936252?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界自由之屋 Apartment of Freedom-the French concession","Shanghai--China","5/1/17","5/2/17",689,905,NA,"905"
"380","/rooms/7339534?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦财大零距离,VR体验、免翻墙wifi,露台适合聚会","Shanghai--China","5/1/17","5/2/17",304,344,"304","344"
"381","/rooms/15794547?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","宇宙中心丨 离地铁50秒 法租界 复古文艺质感公寓BestLocation","Shanghai--China","5/1/17","5/2/17",400,528,"400","528"
"382","/rooms/10957554?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French concession HengshanRd2BR APT Free Parking!","Shanghai--China","5/1/17","5/2/17",721,961,NA,"961"
"383","/rooms/14157793?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","上海大学旁唯一巨型幕布,两房大面积;地铁站接送","Shanghai--China","5/1/17","5/2/17",440,496,NA,"496"
"384","/rooms/17440063?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","“曼游小屋”市中心地铁旁/苏州河畔/5 min's to metro","Shanghai--China","5/1/17","5/2/17",200,NA,"200",NA
"385","/rooms/16239896?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Single Room w/ private bathroom in center of city","Shanghai--China","5/1/17","5/2/17",256,352,"256","352"
"386","/rooms/14395488?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界带露台老洋房近地铁田子坊新天地徐家汇人民广场","Shanghai--China","5/1/17","5/2/17",512,576,NA,"576"
"387","/rooms/16245217?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Warm/Clean淮海中路Line13/1/10/12四条地铁","Shanghai--China","5/1/17","5/2/17",120,136,"120","136"
"388","/rooms/14984274?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行达外滩、南京路,单人卧室。","Shanghai--China","5/1/17","5/2/17",192,280,"192","280"
"389","/rooms/16565759?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","设计师的家【玖藏】French concession 慵懒和文艺的窝在巨鹿路上","Shanghai--China","5/1/17","5/2/17",576,784,"576","784"
"390","/rooms/16428259?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French Concession- Sonic Youth Flat","Shanghai--China","5/1/17","5/2/17",721,889,"721","889"
"391","/rooms/14293767?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【外滩全景】Close to everything·超大观景窗·豫园(城隍庙)地铁站0距离","Shanghai--China","5/1/17","5/2/17",496,608,"496","608"
"392","/rooms/15846262?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界的小资味道 | Loft带花园洋房 | 1号线、7号线、9号线","Shanghai--China","5/1/17","5/2/17",464,616,NA,"616"
"393","/rooms/15876225?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","02 house Built in1939 Center of French concession","Shanghai--China","5/1/17","5/2/17",NA,368,"288","368"
"394","/rooms/5116533?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","#2 SHANGHIGH HOME","Shanghai--China","5/1/17","5/2/17",641,NA,"640",NA
"395","/rooms/16860820?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Pika's Home 东南亚风情 近淮海中路 MUJI","Shanghai--China","5/1/17","5/2/17",697,889,"689","881"
"396","/rooms/9434350?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Garden Apt by Subway","Shanghai--China","5/1/17","5/2/17",544,NA,"544",NA
"397","/rooms/11831366?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Shanghai downtown French concession Yongkang road","Shanghai--China","5/1/17","5/2/17",360,408,"352","392"
"398","/rooms/13388077?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世纪大道地铁口】*宽敞温馨大床^_^懒喵喵一号房","Shanghai--China","5/1/17","5/2/17",200,224,NA,"224"
"399","/rooms/14567042?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","12【Transcend@龙宫】徐家汇花园洋房Central FFC","Shanghai--China","5/1/17","5/2/17",528,720,NA,"720"
"400","/rooms/13007115?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","2013 阳台主卧 徐家汇区域地铁站200米内","Shanghai--China","5/1/17","5/2/17",328,432,"328","432"
"401","/rooms/16833286?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Leo's Super convenient apartment(ShuangJin)","Beijing--China","5/1/17","5/2/17",296,336,"296","336"
"402","/rooms/13499060?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","紧邻雍和宫 国子监,地坛,簋街,歌华大厦 轻奢精品公寓 含沙发的房间","Beijing--China","5/1/17","5/2/17",368,464,NA,"464"
"403","/rooms/13582058?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Linda's cozy sunny studio (独立公寓可月租)","Beijing--China","5/1/17","5/2/17",496,560,"496","560"
"404","/rooms/16007620?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","【可月租】925国贸和乔丽致酒店精品LOFT","Beijing--China","5/1/17","5/2/17",857,961,"857","961"
"405","/rooms/11557715?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","优品质与暖温情并存的北京胡同,5-8mins Walk 雍和宫地铁站","Beijing--China","5/1/17","5/2/17",408,544,"408","544"
"406","/rooms/8113433?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Cozy room #1 with facilities near","Beijing--China","5/1/17","5/2/17",128,144,"152","168"
"407","/rooms/12997080?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","三里屯温暖木棉风茉莉小屋:冬日暖阳","Beijing--China","5/1/17","5/2/17",NA,312,"224","312"
"408","/rooms/11536004?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Living in the Nanluoguxiang-南锣鼓巷的胡同生活","Beijing--China","5/1/17","5/2/17",384,432,"384","432"
"409","/rooms/17908318?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","A1新房特价!设计师胡同里的阳光LOFT!鼓楼地铁2分钟,靠近南锣后海,新风系统,2张双人床","Beijing--China","5/1/17","5/2/17",440,536,"440","536"
"410","/rooms/14633857?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Modern, Quiet, Relaxing Apt near CBD 有山有水有吊桥 ;)","Beijing--China","5/1/17","5/2/17",336,376,"336","376"
"411","/rooms/8932932?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Seasons Park - Studio Apartment","Beijing--China","5/1/17","5/2/17",464,520,NA,NA
"412","/rooms/4498118?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","国奥村西,临鸟巢水立方306医院北 窝心小家","Beijing--China","5/1/17","5/2/17",112,128,"112","128"
"413","/rooms/16728442?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","东南二环潘家园新装修北欧风独立单间带阳台","Beijing--China","5/1/17","5/2/17",232,264,"232","264"
"414","/rooms/15413078?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","临近地铁14号线恒通商务园798艺术区70平米大一居","Beijing--China","5/1/17","5/2/17",512,576,"512","576"
"415","/rooms/16127618?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","东四•晓筑•三条 独立卫浴客房,张自忠路地铁旁带露台四合院,近故宫后海南锣鼓巷雍和宫","Beijing--China","5/1/17","5/2/17",536,NA,"536",NA
"416","/rooms/13585353?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","LOFT in hutong. Mins from subway","Beijing--China","5/1/17","5/2/17",464,608,"464","608"
"417","/rooms/16916930?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","三里屯工体宽畅、舒适的超大阳台空间","Beijing--China","5/1/17","5/2/17",256,288,"256","288"
"418","/rooms/10089809?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","胡同民宿 | 四合院儿","Beijing--China","5/1/17","5/2/17",208,232,NA,"232"
"419","/rooms/17473877?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Beijing紧邻儿研所 1/2号线建国门地铁日坛秀水街金宝街整套两居室服装设计师的家","Beijing--China","5/1/17","5/2/17",649,833,"648","832"
"420","/rooms/15288503?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","#Sparrow#oriental style flat, 5mins to subway 5&6","Beijing--China","5/1/17","5/2/17",665,745,"665","745"
"421","/rooms/14779628?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","【小幸运-壹】望京SOHO旁舒适现代的家庭影院 Modern Studio near SOHO","Beijing--China","5/1/17","5/2/17",608,680,"600","672"
"422","/rooms/7339362?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","ARTbnb 6 - Hutong Courtyard LOFT","Beijing--China","5/1/17","5/2/17",456,584,NA,"584"
"423","/rooms/15775833?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","《国贸&大望路》CBD 蓝堡国际公寓 17层舒适沙发","Beijing--China","5/1/17","5/2/17",112,176,NA,NA
"424","/rooms/11497131?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","位于鼓楼/后海/南锣鼓巷,鼓楼大街地铁站(2、8号线,二环)旁,干净舒适的主卧","Beijing--China","5/1/17","5/2/17",264,296,NA,"296"
"425","/rooms/13244564?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","景山北海·胡同里的复式房Hutong Duplex","Beijing--China","5/1/17","5/2/17",304,400,NA,"400"
"426","/rooms/7541537?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Nice house near CBD,1bdr,双井地铁时代国际一居","Beijing--China","5/1/17","5/2/17",456,576,NA,"576"
"427","/rooms/17469490?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","三里屯工体旁,距离团结湖地铁站46米,免费停车!三里屯大屏投影家庭影院","Beijing--China","5/1/17","5/2/17",689,769,"689","769"
"428","/rooms/17436985?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","*Secret Garden*SwingStudio""秘密花园""秋千吊椅双桥站近传媒一居室","Beijing--China","5/1/17","5/2/17",328,368,NA,"368"
"429","/rooms/12937372?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Houhai bar street恭王府.后海.酒吧街精装4人间","Beijing--China","5/1/17","5/2/17",344,384,"344","384"
"430","/rooms/7888997?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Lovely Loft Room. Close to Subway","Beijing--China","5/1/17","5/2/17",408,528,"408","528"
"431","/rooms/13908919?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","【特价】近雍和宫混搭胡同小院 Mixture! A stylish house in Hutong!","Beijing--China","5/1/17","5/2/17",352,456,"352","456"
"432","/rooms/18081217?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","三里屯/使馆区/东直门/燕莎/投影一居室","Beijing--China","5/1/17","5/2/17",496,560,NA,"608"
"433","/rooms/16404314?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","手账屋,胡同里的小院与露台,南锣鼓巷与景山公园之间","Beijing--China","5/1/17","5/2/17",184,208,"184","208"
"434","/rooms/16061032?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Hutong courtyard 1 (breakfast Aircleaner Gym)","Beijing--China","5/1/17","5/2/17",697,785,NA,NA
"435","/rooms/13283123?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Whitescape Hutong Courtyard - 胡同保护区四合院 - Fashion","Beijing--China","5/1/17","5/2/17",657,825,NA,"825"
"436","/rooms/10417144?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Wehome of seasons park in beijing","Beijing--China","5/1/17","5/2/17",480,536,NA,"536"
"437","/rooms/15943867?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","1BR artistic apt, fresh air to breathe","Beijing--China","5/1/17","5/2/17",520,704,"520","704"
"438","/rooms/13499060?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","紧邻雍和宫 国子监,地坛,簋街,歌华大厦 轻奢精品公寓 含沙发的房间","Beijing--China","5/1/17","5/2/17",368,464,"368","464"
"439","/rooms/16172501?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Hutong胡同里的冬日温暖折扣4人间,近鼓楼,后海南锣鼓巷,天安门","Beijing--China","5/1/17","5/2/17",176,264,"176","264"
"440","/rooms/16007620?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","【可月租】925国贸和乔丽致酒店精品LOFT","Beijing--China","5/1/17","5/2/17",857,961,"857","961"
"441","/rooms/17737705?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","超大露台高空观景,俯览半个北京城,北京站|西站|南站直达,近牛街小吃一条街","Beijing--China","5/1/17","5/2/17",416,528,"416","528"
"442","/rooms/8113433?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Cozy room #1 with facilities near","Beijing--China","5/1/17","5/2/17",NA,NA,"152","168"
"443","/rooms/14731459?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","近北京西站,整套出租,独立厨卫,双大床房","Beijing--China","5/1/17","5/2/17",304,344,"304","344"
"444","/rooms/11536004?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Living in the Nanluoguxiang-南锣鼓巷的胡同生活","Beijing--China","5/1/17","5/2/17",384,432,"384","432"
"445","/rooms/15707838?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","CBD Cozy Private room @Alex Space","Beijing--China","5/1/17","5/2/17",344,448,"344","448"
"446","/rooms/14633857?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Modern, Quiet, Relaxing Apt near CBD 有山有水有吊桥 ;)","Beijing--China","5/1/17","5/2/17",336,376,NA,"376"
"447","/rooms/16212164?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","来朝阳大悦城我家住【小河社区-设计你的旅行】","Beijing--China","5/1/17","5/2/17",280,376,"280","376"
"448","/rooms/4498118?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","国奥村西,临鸟巢水立方306医院北 窝心小家","Beijing--China","5/1/17","5/2/17",112,128,"112","128"
"449","/rooms/6739725?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","中关村核心区地铁4、10号线海淀黄庄站旁温馨单间,邻人大北大清华北航等","Beijing--China","5/1/17","5/2/17",272,304,"272","304"
"450","/rooms/15413078?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","临近地铁14号线恒通商务园798艺术区70平米大一居","Beijing--China","5/1/17","5/2/17",512,576,"512","576"
"451","/rooms/15692514?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","【半城】【零壹01】东四 张自忠路 四合院中式风格有露台 近簋街 南锣","Beijing--China","5/1/17","5/2/17",464,608,"440","584"
"452","/rooms/13585353?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","LOFT in hutong. Mins from subway","Beijing--China","5/1/17","5/2/17",464,608,"464","608"
"453","/rooms/17656394?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","国贸/治愈系/榻榻米/三里屯/双井地铁/主题公寓","Beijing--China","5/1/17","5/2/17",649,729,"648","728"
"454","/rooms/10089809?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","胡同民宿 | 四合院儿","Beijing--China","5/1/17","5/2/17",208,232,"208","232"
"455","/rooms/15944089?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Deluxe artistic LOFT, fresh air to breathe","Beijing--China","5/1/17","5/2/17",689,889,NA,"881"
"456","/rooms/15288503?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","#Sparrow#oriental style flat, 5mins to subway 5&6","Beijing--China","5/1/17","5/2/17",665,745,"665","745"
"457","/rooms/14241042?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","近将台地铁/798艺术区/望京商圈简约的温馨公寓","Beijing--China","5/1/17","5/2/17",416,464,"416","464"
"458","/rooms/7339362?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","ARTbnb 6 - Hutong Courtyard LOFT","Beijing--China","5/1/17","5/2/17",456,584,NA,"584"
"459","/rooms/13811285?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","[Lotus] An architect's traditional courtyard","Beijing--China","5/1/17","5/2/17",809,969,"801","961"
"460","/rooms/11497131?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","位于鼓楼/后海/南锣鼓巷,鼓楼大街地铁站(2、8号线,二环)旁,干净舒适的主卧","Beijing--China","5/1/17","5/2/17",264,296,"264","296"
"461","/rooms/13581873?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","linda's sunny city view studio (独立小公寓 )","Beijing--China","5/1/17","5/2/17",464,520,NA,"520"
"462","/rooms/7541537?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Nice house near CBD,1bdr,双井地铁时代国际一居","Beijing--China","5/1/17","5/2/17",NA,576,"456","576"
"463","/rooms/14748638?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Near the Houhai Wangfujing, Sanlitun Embassy","Beijing--China","5/1/17","5/2/17",600,672,"600","672"
"464","/rooms/17436985?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","*Secret Garden*SwingStudio""秘密花园""秋千吊椅双桥站近传媒一居室","Beijing--China","5/1/17","5/2/17",328,368,NA,NA
"465","/rooms/9514359?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","王府井旁胡同里的老北京四合院之四人间床位一,步行到地铁站5分钟","Beijing--China","5/1/17","5/2/17",112,128,"112","128"
"466","/rooms/7888997?checkin=2017-05-01&checkout=2017-05-02&location=Beijing%2C%20China","Lovely Loft Room. Close to Subway","Beijing--China","5/1/17","5/2/17",408,528,"408","528"
