"","url","name","city","checkInDate","checkOutDate"
"263",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"264",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"265",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"266",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"267",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"268",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"269",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"270",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"271",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"272",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"273",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"274",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"275",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"276",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"277",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"278",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"279",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"280",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"281",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"282",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"283",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"284",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"285",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"286",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"287",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"288",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"289",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"290",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"291",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"292",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"293",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"294",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"295",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"296",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"297",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"298",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"299",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"300",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"301",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"302",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"303",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"304",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"305",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"306",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"307",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"308",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"309",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"310",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"311",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"312",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"313",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"314",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"315",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"316",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"317",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"318",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"319",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"320",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"321",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"322",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"323",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"324",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"325",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"326",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"327",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"328",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
