"","url","name","city","checkInDate","checkOutDate","price_2017.04.15","totalPrice_2017.04.15","price_2017-04-16","totalPrice_2017-04-16","price_2017-04-17","totalPrice_2017-04-17","price_2017-04-18","totalPrice_2017-04-18"
"233","/rooms/16153809?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","1103 徐家<U+6C47><U+533A>域 地<U+94C1>站200米<U+5185> <U+7535>梯公寓 豪<U+534E>次<U+5367>","Shanghai--China","5/1/17","5/2/17",264,344,264,344,"264","344","264","344"
"234","/rooms/14558867?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Share different stories-CBD location-near metro:p","Shanghai--China","5/1/17","5/2/17",112,128,112,128,"112","128","112","128"
"235","/rooms/11936252?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界自由之屋 Apartment of Freedom-the French concession","Shanghai--China","5/1/17","5/2/17",689,905,689,905,"689","905","689","905"
"236","/rooms/7339534?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦<U+8D22>大零距离,VR体<U+9A8C>、免翻<U+5899>wifi,露台适合聚<U+4F1A>","Shanghai--China","5/1/17","5/2/17",304,344,NA,NA,"304","344","304","344"
"237","/rooms/15794547?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","宇宙中心<U+4E28> 离地<U+94C1>50秒 法租界 复古文<U+827A><U+8D28>感公寓BestLocation","Shanghai--China","5/1/17","5/2/17",400,528,400,528,"392","520","392","520"
"238","/rooms/10957554?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French concession HengshanRd2BR APT Free Parking!","Shanghai--China","5/1/17","5/2/17",721,961,721,961,"721","961",NA,"961"
"239","/rooms/14157793?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","上海大<U+5B66>旁唯一巨型幕布,<U+4E24>房大面<U+79EF>;地<U+94C1>站接送","Shanghai--China","5/1/17","5/2/17",440,496,440,496,"440","496","440","496"
"240","/rooms/17440063?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","“曼游小屋”市中心地<U+94C1>旁/<U+82CF>州河畔/5 min's to metro","Shanghai--China","5/1/17","5/2/17",200,NA,200,NA,"200",NA,NA,NA
"241","/rooms/14721173?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【上海的<U+98CE>花雪月】法租界名媛公<U+9986>,5<U+6761>地<U+94C1>主干直<U+8FBE>,民<U+56FD>影后胡蝶<U+4E3A><U+90BB>,<U+72EC>享迷你音<U+4E50><U+5385>私人影院。","Shanghai--China","5/1/17","5/2/17",641,801,640,800,"640","800","641","801"
"242","/rooms/14395488?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界<U+5E26>露台老洋房近地<U+94C1>田子坊新天地徐家<U+6C47>人民<U+5E7F><U+573A>","Shanghai--China","5/1/17","5/2/17",512,576,NA,576,"512","576","512","576"
"243","/rooms/16245217?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Warm/Clean淮海中路Line13/1/10/12四<U+6761>地<U+94C1>","Shanghai--China","5/1/17","5/2/17",120,136,NA,NA,"120","136","104","120"
"244","/rooms/14984274?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行<U+8FBE>外<U+6EE9>、南京路,<U+5355>人<U+5367>室。","Shanghai--China","5/1/17","5/2/17",192,280,192,280,"192","280","192","280"
"245","/rooms/16565759?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","<U+8BBE><U+8BA1><U+5E08>的家【玖藏】French concession 慵<U+61D2>和文<U+827A>的<U+7A9D>在巨鹿路上","Shanghai--China","5/1/17","5/2/17",576,784,NA,784,"576","784","488","680"
"246","/rooms/16428259?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French Concession- Sonic Youth Flat","Shanghai--China","5/1/17","5/2/17",721,889,NA,NA,"721","889","721","889"
"247","/rooms/14293767?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【外<U+6EE9>全景】Close to everything·超大<U+89C2>景窗·豫<U+56ED>(城隍<U+5E99>)地<U+94C1>站0距离","Shanghai--China","5/1/17","5/2/17",496,608,496,608,"496","608","496","608"
"248","/rooms/15846262?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界的小<U+8D44>味道 | Loft<U+5E26>花<U+56ED>洋房 | 1<U+53F7><U+7EBF>、7<U+53F7><U+7EBF>、9<U+53F7><U+7EBF>","Shanghai--China","5/1/17","5/2/17",464,616,464,616,"464","616","464","616"
"249","/rooms/17305830?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","1316A近<U+9759>安寺法租界日式小屋(直<U+8FBE>迪士尼外<U+6EE9>) | 地<U+94C1>L2/11江<U+82CF>路站","Shanghai--China","5/1/17","5/2/17",176,264,176,264,"176","264","176","264"
"250","/rooms/5116533?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","#2 SHANGHIGH HOME","Shanghai--China","5/1/17","5/2/17",641,NA,640,NA,"640",NA,"641",NA
"251","/rooms/16860820?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Pika's Home <U+4E1C>南<U+4E9A><U+98CE>情 近淮海中路 MUJI","Shanghai--China","5/1/17","5/2/17",697,889,689,881,"689","881","697","889"
"252","/rooms/9434350?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Garden Apt by Subway","Shanghai--China","5/1/17","5/2/17",544,NA,544,NA,"544",NA,"544",NA
"253","/rooms/11831366?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Shanghai downtown French concession Yongkang road","Shanghai--China","5/1/17","5/2/17",360,408,NA,392,"352","392","352","392"
"254","/rooms/13388077?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世<U+7EAA>大道地<U+94C1>口】*<U+5BBD>敞<U+6E29>馨大床^_^<U+61D2>喵喵一<U+53F7>房","Shanghai--China","5/1/17","5/2/17",200,224,200,224,"200","224","200","224"
"255","/rooms/14567042?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","12【Transcend@<U+9F99><U+5BAB>】徐家<U+6C47>花<U+56ED>洋房Central FFC","Shanghai--China","5/1/17","5/2/17",528,720,528,720,"528","720","528","720"
"256","/rooms/13007115?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","2013 <U+9633>台主<U+5367> 徐家<U+6C47><U+533A>域地<U+94C1>站200米<U+5185>","Shanghai--China","5/1/17","5/2/17",328,432,328,432,"328","432","328","432"
"257","/rooms/16887905?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","淮海中路法租界&<U+9655>西南路地<U+94C1>站50米&<U+72EC>立<U+53A8><U+536B>@清新<U+7EFF>雅洋房","Shanghai--China","5/1/17","5/2/17",729,897,729,897,"729","897","681","849"
"258","/rooms/10142411?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","City Center Cozy loft By Subway","Shanghai--China","5/1/17","5/2/17",472,648,472,648,"472","648","472","648"
"259","/rooms/9928590?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Room with balcony downtown Jing'an, next to metro","Shanghai--China","5/1/17","5/2/17",296,336,296,336,"296","336","296","336"
"260","/rooms/16566009?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","7| 法租界极<U+7B80>复式<U+9633>光房 City Central LOFT","Shanghai--China","5/1/17","5/2/17",512,704,NA,NA,"512","704","512","704"
"261","/rooms/14453212?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【鹿儿<U+5C9B> 壹】<U+9646>家嘴一室居,近2<U+53F7><U+7EBF><U+4E1C>昌路站,近南京路,人<U+5E7F>,直<U+8FBE>机<U+573A>","Shanghai--China","5/1/17","5/2/17",697,889,697,889,"697","889","697","889"
"262","/rooms/14042177?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Qin Garden-- The first floor with garden","Shanghai--China","5/1/17","5/2/17",NA,NA,697,785,"697","785","697","785"
"263","/rooms/16387182?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","·暗黑萌·初雪白·混搭北<U+6B27><U+98CE>·精<U+88C5>酒店式公寓,高<U+5C42>景<U+89C2>一<U+89C8><U+65E0>余【可<U+9884><U+8BA2>一<U+95F4>】","Shanghai--China","5/1/17","5/2/17",448,504,448,504,"448","504","448","504"
"264","/rooms/16783748?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","FY小舍 五原路法租界的生活French concession","Shanghai--China","5/1/17","5/2/17",416,576,416,576,"416","576","416","576"
"265","/rooms/16830510?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","外<U+6EE9>高<U+5C42>景<U+89C2>房/Bund/<U+53CC>大床4人<U+95F4>/南京<U+4E1C>路步行街/豫<U+56ED>/地<U+94C1>(Line1、2、8、10)<U+53F7><U+7EBF>","Shanghai--China","5/1/17","5/2/17",681,881,681,881,"681","881","592","784"
"266","/rooms/16854020?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界,<U+9655>西南路,田子坊,全地暖2房,<U+5E26>花<U+56ED>","Shanghai--China","5/1/17","5/2/17",793,889,793,889,"793","889","785","1017"
"267","/rooms/17653456?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","DEERHAUS-line8/9/10 6min to walk","Shanghai--China","5/1/17","5/2/17",576,776,576,776,"576","776","576","776"
"268","/rooms/13389203?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世<U+7EAA>大道口】童趣*上下<U+94FA><U+5E26>窗暖暖大床房","Shanghai--China","5/1/17","5/2/17",192,216,192,216,"192","216","192","216"
"269","/rooms/14829577?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Beautiful Loft in the Great Bund (与外<U+6EE9>近在咫尺的复式<U+89C2>景公寓)","Shanghai--China","5/1/17","5/2/17",641,785,NA,NA,"640","784","641","785"
"270","/rooms/14558867?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Share different stories-CBD location-near metro:p","Shanghai--China","5/1/17","5/2/17",112,128,NA,128,"112","128","112","128"
"271","/rooms/15024699?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","The Oriental Pearl.","Shanghai--China","5/1/17","5/2/17",905,1105,905,1105,"905","1105","905","1105"
"272","/rooms/7339534?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦<U+8D22>大零距离,VR体<U+9A8C>、免翻<U+5899>wifi,露台适合聚<U+4F1A>","Shanghai--China","5/1/17","5/2/17",304,344,304,344,"304","344","304","344"
"273","/rooms/6647846?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【罐<U+5934>小姐要<U+73AF>球·老弄堂里的私家花圃】法租界LOFT <U+957F><U+4E50>路富民路","Shanghai--China","5/1/17","5/2/17",721,937,721,937,"721","937","721","937"
"274","/rooms/10957554?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French concession HengshanRd2BR APT Free Parking!","Shanghai--China","5/1/17","5/2/17",721,961,721,961,"721","961","721","961"
"275","/rooms/15145831?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","后窗‧老弄堂<U+827A><U+672F>影印室","Shanghai--China","5/1/17","5/2/17",336,512,336,512,"336","512","336","512"
"276","/rooms/17440063?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","“曼游小屋”市中心地<U+94C1>旁/<U+82CF>州河畔/5 min's to metro","Shanghai--China","5/1/17","5/2/17",200,NA,200,NA,"200",NA,"200",NA
"277","/rooms/13581237?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","<U+9759>安地<U+94C1>零距离<U+6B27>式loft<U+6E29>馨公寓复式<U+4E24>房,步行2分<U+949F>三<U+6761><U+8F68>交<U+7EBF>","Shanghai--China","5/1/17","5/2/17",536,672,NA,NA,"536","672","689","849"
"278","/rooms/14395488?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界<U+5E26>露台老洋房近地<U+94C1>田子坊新天地徐家<U+6C47>人民<U+5E7F><U+573A>","Shanghai--China","5/1/17","5/2/17",512,576,512,576,"512","576","512","576"
"279","/rooms/13487333?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","<U+94F6>次<U+7A9D>~ 市中心地<U+94C1>口*<U+5E26>窗<U+5BBD>敞大床房No.2","Shanghai--China","5/1/17","5/2/17",208,232,NA,232,"208","232","208","232"
"280","/rooms/14984274?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行<U+8FBE>外<U+6EE9>、南京路,<U+5355>人<U+5367>室。","Shanghai--China","5/1/17","5/2/17",192,280,192,280,"192","280","192","280"
"281","/rooms/14406136?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","3M bay window&Beautiful Night View&beside the Bund","Shanghai--China","5/1/17","5/2/17",360,456,NA,456,"360","456","360","456"
"282","/rooms/16428259?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French Concession- Sonic Youth Flat","Shanghai--China","5/1/17","5/2/17",721,889,721,889,"721","889","721","889"
"283","/rooms/13461449?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Xintiandi 'retro Shanghai style;Duplex house;","Shanghai--China","5/1/17","5/2/17",801,897,NA,897,"801","897","801","897"
"284","/rooms/15846262?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界的小<U+8D44>味道 | Loft<U+5E26>花<U+56ED>洋房 | 1<U+53F7><U+7EBF>、7<U+53F7><U+7EBF>、9<U+53F7><U+7EBF>","Shanghai--China","5/1/17","5/2/17",464,616,NA,616,"464","616","464","616"
"285","/rooms/11750779?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Sweet Room(just for girl) 快<U+4E50>之家,淮海中路500<U+53F7>","Shanghai--China","5/1/17","5/2/17",128,144,128,144,"128","144","128",NA
"286","/rooms/5116533?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","#2 SHANGHIGH HOME","Shanghai--China","5/1/17","5/2/17",641,NA,640,NA,"640",NA,"641",NA
"287","/rooms/12548012?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Shanghai Disney resort. green,quiet,own toilet","Shanghai--China","5/1/17","5/2/17",128,144,128,144,"128","144","128","144"
"288","/rooms/9434350?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Garden Apt by Subway","Shanghai--China","5/1/17","5/2/17",544,NA,544,NA,"544",NA,"544",NA
"289","/rooms/16621429?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","FFC*特价*市中心酒店行政房CityCenter hotel superior room有健身房","Shanghai--China","5/1/17","5/2/17",408,552,408,544,"408","544","408","552"
"290","/rooms/13388077?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世<U+7EAA>大道地<U+94C1>口】*<U+5BBD>敞<U+6E29>馨大床^_^<U+61D2>喵喵一<U+53F7>房","Shanghai--China","5/1/17","5/2/17",200,224,200,224,"200","224","200","224"
"291","/rooms/5449172?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦、<U+8D22>大零距离,VR体<U+9A8C>、免翻<U+5899>wifi,露台适合聚<U+4F1A>","Shanghai--China","5/1/17","5/2/17",304,344,304,344,"304","344","304","344"
"292","/rooms/13007115?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","2013 <U+9633>台主<U+5367> 徐家<U+6C47><U+533A>域地<U+94C1>站200米<U+5185>","Shanghai--China","5/1/17","5/2/17",328,432,NA,432,"328","432","328","432"
"293","/rooms/16057315?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行5分<U+949F><U+65F6>-即可到<U+8FBE>新天地香港<U+5E7F><U+573A>-k11-思南路-床位房上<U+94FA>","Shanghai--China","5/1/17","5/2/17",152,168,152,168,"152","168","152","168"
"294","/rooms/10142411?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","City Center Cozy loft By Subway","Shanghai--China","5/1/17","5/2/17",472,648,472,648,"472","648","472","648"
"295","/rooms/16057028?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行5分<U+949F><U+65F6>-即可到<U+8FBE>新天地香港<U+5E7F><U+573A>-k11-思南路-床位房下<U+94FA>","Shanghai--China","5/1/17","5/2/17",NA,NA,152,168,"152","168","152","168"
"296","/rooms/16566009?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","7| 法租界极<U+7B80>复式<U+9633>光房 City Central LOFT","Shanghai--China","5/1/17","5/2/17",512,704,512,704,NA,"704","512","704"
"297","/rooms/7055533?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","五角<U+573A>近复旦,mini小屋","Shanghai--China","5/1/17","5/2/17",120,136,120,136,"120","136","120","136"
"298","/rooms/14042177?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Qin Garden-- The first floor with garden","Shanghai--China","5/1/17","5/2/17",697,785,697,785,"697","785","697","785"
"299","/rooms/3116709?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Historical House @ Xintiandi with Heating and VPN","Shanghai--China","5/1/17","5/2/17",312,416,NA,416,"312","416","312","416"
"300","/rooms/16783748?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","FY小舍 五原路法租界的生活French concession","Shanghai--China","5/1/17","5/2/17",NA,576,416,576,"416","576","416","576"
"301","/rooms/15573971?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界中的极<U+7B80><U+98CE>STUDIO","Shanghai--China","5/1/17","5/2/17",456,648,456,648,"456","648","456","648"
"302","/rooms/16854020?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界,<U+9655>西南路,田子坊,全地暖2房,<U+5E26>花<U+56ED>","Shanghai--China","5/1/17","5/2/17",793,889,793,889,"793","889","785","1017"
"303","/rooms/13009686?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Family villa with garden@French Concession","Shanghai--China","5/1/17","5/2/17",681,897,681,897,"681","897","681","897"
"304","/rooms/13389203?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世<U+7EAA>大道口】童趣*上下<U+94FA><U+5E26>窗暖暖大床房","Shanghai--China","5/1/17","5/2/17",192,216,192,216,"192","216","192","216"
"305","/rooms/14060281?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦、<U+8D22>大旁<U+6E29>馨彩色卡通房<U+95F4>,高速免翻<U+5899>Wi-Fi、<U+5BBD>敞明亮餐<U+5385>","Shanghai--China","5/1/17","5/2/17",208,232,208,NA,"208",NA,"208",NA
"306","/rooms/14558867?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Share different stories-CBD location-near metro:p","Shanghai--China","5/1/17","5/2/17",112,128,NA,128,"112","128","112","128"
"307","/rooms/11936252?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界自由之屋 Apartment of Freedom-the French concession","Shanghai--China","5/1/17","5/2/17",689,905,689,905,"689","905","689","905"
"308","/rooms/7339534?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","复旦<U+8D22>大零距离,VR体<U+9A8C>、免翻<U+5899>wifi,露台适合聚<U+4F1A>","Shanghai--China","5/1/17","5/2/17",304,344,304,344,"304","344","304","344"
"309","/rooms/17987521?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","[法租界] -小小花<U+56ED>,毗<U+90BB>淮海路商圈,零距离直<U+8FBE>淮海中路地<U+94C1>站,500米到<U+8FBE>MUJI旗<U+8230>店。","Shanghai--China","5/1/17","5/2/17",520,664,520,664,"520","664","520","664"
"310","/rooms/10957554?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French concession HengshanRd2BR APT Free Parking!","Shanghai--China","5/1/17","5/2/17",721,961,721,961,"721","961","721","961"
"311","/rooms/14157793?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","上海大<U+5B66>旁唯一巨型幕布,<U+4E24>房大面<U+79EF>;地<U+94C1>站接送","Shanghai--China","5/1/17","5/2/17",440,496,440,496,"440","496","440","496"
"312","/rooms/17440063?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","“曼游小屋”市中心地<U+94C1>旁/<U+82CF>州河畔/5 min's to metro","Shanghai--China","5/1/17","5/2/17",200,NA,200,NA,"200",NA,"200",NA
"313","/rooms/6511735?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Changle Road, Simple, Brief","Shanghai--China","5/1/17","5/2/17",184,280,184,280,"232","336","232","336"
"314","/rooms/14395488?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界<U+5E26>露台老洋房近地<U+94C1>田子坊新天地徐家<U+6C47>人民<U+5E7F><U+573A>","Shanghai--China","5/1/17","5/2/17",512,576,512,576,"512","576","512","576"
"315","/rooms/16245217?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Warm/Clean淮海中路Line13/1/10/12四<U+6761>地<U+94C1>","Shanghai--China","5/1/17","5/2/17",120,136,NA,136,"120","136","104","120"
"316","/rooms/14984274?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","步行<U+8FBE>外<U+6EE9>、南京路,<U+5355>人<U+5367>室。","Shanghai--China","5/1/17","5/2/17",192,280,192,280,"192","280","192","280"
"317","/rooms/13793452?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【素墨幻年Loft】富民路<U+957F><U+4E50>路常熟路小洋<U+697C>","Shanghai--China","5/1/17","5/2/17",616,752,616,752,"616","752","616","752"
"318","/rooms/16428259?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","French Concession- Sonic Youth Flat","Shanghai--China","5/1/17","5/2/17",721,889,NA,889,"721","889","721","889"
"319","/rooms/14293767?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【外<U+6EE9>全景】Close to everything·超大<U+89C2>景窗·豫<U+56ED>(城隍<U+5E99>)地<U+94C1>站0距离","Shanghai--China","5/1/17","5/2/17",496,608,496,608,"496","608","496","608"
"320","/rooms/15846262?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界的小<U+8D44>味道 | Loft<U+5E26>花<U+56ED>洋房 | 1<U+53F7><U+7EBF>、7<U+53F7><U+7EBF>、9<U+53F7><U+7EBF>","Shanghai--China","5/1/17","5/2/17",464,616,NA,616,"464","616","464","616"
"321","/rooms/15866156?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","超便利!地<U+94C1>站旁<U+306E>部屋 Ultra convenient room beside Line 12","Shanghai--China","5/1/17","5/2/17",NA,136,120,136,"120","136","144","160"
"322","/rooms/5116533?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","#2 SHANGHIGH HOME","Shanghai--China","5/1/17","5/2/17",641,NA,640,NA,"640",NA,"641",NA
"323","/rooms/16860820?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Pika's Home <U+4E1C>南<U+4E9A><U+98CE>情 近淮海中路 MUJI","Shanghai--China","5/1/17","5/2/17",697,889,689,881,"689","881","697","889"
"324","/rooms/9434350?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Garden Apt by Subway","Shanghai--China","5/1/17","5/2/17",544,NA,NA,NA,"544",NA,"544",NA
"325","/rooms/11752266?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","新上<U+7EBF>The warm place~地<U+94C1>口<U+5E26>院超大房<U+95F4>(*^__^*)","Shanghai--China","5/1/17","5/2/17",200,NA,200,NA,"200",NA,"200",NA
"326","/rooms/13388077?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","【SH中心-世<U+7EAA>大道地<U+94C1>口】*<U+5BBD>敞<U+6E29>馨大床^_^<U+61D2>喵喵一<U+53F7>房","Shanghai--China","5/1/17","5/2/17",200,224,200,224,"200","224","200","224"
"327","/rooms/14567042?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","12【Transcend@<U+9F99><U+5BAB>】徐家<U+6C47>花<U+56ED>洋房Central FFC","Shanghai--China","5/1/17","5/2/17",528,720,528,720,"528","720","528","720"
"328","/rooms/13007115?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","2013 <U+9633>台主<U+5367> 徐家<U+6C47><U+533A>域地<U+94C1>站200米<U+5185>","Shanghai--China","5/1/17","5/2/17",328,432,328,432,"328","432","328","432"
"329","/rooms/16521419?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","淮海路旁复式老洋房(Huaihai lu Loft),躺在床上可以看星星,近思南公<U+9986>,瑞金<U+533B>院田子坊","Shanghai--China","5/1/17","5/2/17",568,704,568,704,"568","704","568",NA
"330","/rooms/10142411?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","City Center Cozy loft By Subway","Shanghai--China","5/1/17","5/2/17",472,648,NA,648,"472","648","472","648"
"331","/rooms/9928590?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Room with balcony downtown Jing'an, next to metro","Shanghai--China","5/1/17","5/2/17",296,336,296,336,"296","336","296","336"
"332","/rooms/16566009?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","7| 法租界极<U+7B80>复式<U+9633>光房 City Central LOFT","Shanghai--China","5/1/17","5/2/17",512,704,512,704,"512","704","512","704"
"333","/rooms/5825058?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Jiashan Retreat Backintime","Shanghai--China","5/1/17","5/2/17",921,1185,921,1185,"921","1185","921","1185"
"334","/rooms/14042177?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Qin Garden-- The first floor with garden","Shanghai--China","5/1/17","5/2/17",697,785,697,785,"697","785","697","785"
"335","/rooms/16387182?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","·暗黑萌·初雪白·混搭北<U+6B27><U+98CE>·精<U+88C5>酒店式公寓,高<U+5C42>景<U+89C2>一<U+89C8><U+65E0>余【可<U+9884><U+8BA2>一<U+95F4>】","Shanghai--China","5/1/17","5/2/17",448,504,NA,504,"448","504","448","504"
"336","/rooms/16783748?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","FY小舍 五原路法租界的生活French concession","Shanghai--China","5/1/17","5/2/17",NA,NA,416,576,"416","576","416","576"
"337","/rooms/16553346?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","Downtown Apt Close To Bund, Nanjing Road","Shanghai--China","5/1/17","5/2/17",681,761,681,761,"681","761","681","761"
"338","/rooms/16854020?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","法租界,<U+9655>西南路,田子坊,全地暖2房,<U+5E26>花<U+56ED>","Shanghai--China","5/1/17","5/2/17",793,889,793,889,"793","889","785","1017"
"339","/rooms/17653456?checkin=2017-05-01&checkout=2017-05-02&location=Shanghai%2C%20China","DEERHAUS-line8/9/10 6min to walk","Shanghai--China","5/1/17","5/2/17",576,776,576,776,"576","776","576","776"
